Life|DRG|cn|d|1380|0.87|201|0.92|68|131.5|0.70|0.17|0.16|0.17|37
Xan|RRQ|my|d|291|0.87|201|0.91|68|129.0|0.71|0.17|0.15|0.14|24
ExiT|NAVI|sa|d|400|0.87|209|0.90|68|134.9|0.73|0.22|0.14|0.20|25
Kyu|M80|ca|i|232|0.87|167|0.81|67|111.1|0.57|0.26|0.04|0.08|22
Zexy|VL|kr|d|753|0.87|201|0.91|65|128.8|0.70|0.17|0.16|0.16|26
sheydos|KC|ru|i|230|0.86|157|0.83|73|101.7|0.55|0.27|0.04|0.05|30
tex|MIBR|de|s|916|0.86|168|0.86|68|113.7|0.60|0.21|0.09|0.10|33
UNFAKE|JL|pl|i|526|0.86|155|0.81|70|106.8|0.54|0.25|0.04|0.06|30
BerLIN|JDG|tw|i|1031|0.86|169|0.80|71|120.8|0.57|0.36|0.06|0.10|31
Okeanos|EVX|vn|d|448|0.86|175|0.85|66|115.5|0.62|0.26|0.08|0.11|35
infiltrator|QOR|vn|d|164|0.86|206|0.84|68|133.4|0.70|0.21|0.14|0.19|27
ZynX|GEN|kr|d|405|0.86|194|0.89|66|128.7|0.70|0.21|0.11|0.13|31
qpert|PCF|rs|c|797|0.85|156|0.76|70|103.7|0.54|0.36|0.05|0.08|30
Hermes|ONG|kr|d|425|0.85|170|0.86|68|109.6|0.60|0.24|0.11|0.12|26
bipo|M8|it|d|1164|0.85|179|0.88|67|116.1|0.64|0.19|0.11|0.14|25
P0PPIN|ENVY|us|i|535|0.85|179|0.83|68|115.7|0.61|0.30|0.08|0.10|23
Jerrwin|SEN|in|d|534|0.85|195|0.89|65|127.5|0.67|0.21|0.19|0.17|19
Ben1Ley|RA|cn|d|430|0.85|191|0.92|67|126.6|0.67|0.27|0.11|0.15|26
cNed||tr|d|430|0.84|174|0.84|64|114.3|0.63|0.16|0.12|0.16|28
C0M|FUR|us|i|722|0.84|160|0.77|68|110.8|0.52|0.29|0.04|0.07|23
Zellsis|C9|us|c|914|0.84|161|0.77|70|103.9|0.55|0.37|0.07|0.08|20
natz|TS|id|s|226|0.84|178|0.85|64|118.9|0.63|0.19|0.08|0.09|30
Boaster|FNC|gb|c|1236|0.83|146|0.76|69|95.2|0.50|0.37|0.05|0.08|28
Jesse|GX|cz|c|349|0.83|152|0.74|68|101.4|0.53|0.38|0.05|0.08|27
Rosé|BBL|tr|i|1007|0.83|162|0.80|67|112.8|0.55|0.27|0.06|0.09|28
Paincakes|EG|us|i|257|0.82|160|0.76|68|110.8|0.55|0.32|0.02|0.05|30
GREEN|NOVA|tw|d|637|0.82|174|0.83|66|115.6|0.60|0.26|0.08|0.09|31
FT|BLG|cn|c|318|0.82|177|0.85|66|109.0|0.61|0.26|0.08|0.10|30
Akeman|KBG|cn|d|470|0.81|194|0.87|66|125.1|0.67|0.22|0.17|0.19|28
d3mur||tr|d|175|0.80|181|0.87|63|114.8|0.64|0.13|0.11|0.22|26
Dingwei|AT|cn|i|118|0.80|151|0.78|65|102.5|0.56|0.21|0.03|0.04|32
Virtyy||do|d|457|0.79|179|0.80|66|114.7|0.62|0.16|0.13|0.17|20
TenTen|MRG|kr|d|133|0.79|171|0.76|64|109.0|0.60|0.18|0.14|0.20|17
Eggsterr|ENVY|us|d|535|0.79|178|0.80|68|112.1|0.61|0.25|0.12|0.13|28
Dantedeu5|KRÜ|ar|d|630|0.79|183|0.82|68|117.9|0.64|0.23|0.13|0.18|27
Shao|NAVI|un|c|261|0.78|150|0.71|67|101.5|0.51|0.28|0.08|0.08|36
Efina|GEN|kr|i|312|0.78|149|0.75|71|101.7|0.51|0.29|0.03|0.04|18
thyy|FS|th|d|237|0.78|169|0.77|70|114.8|0.57|0.21|0.08|0.11|25
FKEY|TE|cn|i|565|0.77|180|0.80|65|112.7|0.62|0.32|0.12|0.10|29
Youze||tw|d|697|0.76|186|0.89|62|109.7|0.65|0.20|0.12|0.18|21
C1ndeR|VL|kr|c|599|0.75|148|0.68|67|95.0|0.50|0.38|0.06|0.09|29
heybay|WBG|hk|i|241|0.74|160|0.70|65|99.2|0.51|0.33|0.02|0.14|25
sturNN|EFP|tr|c|175|0.72|162|0.75|64|99.0|0.59|0.17|0.07|0.12|25
KiTae||kr|c|143|0.72|157|0.65|70|101.3|0.48|0.38|0.08|0.11|28
Governor|WU|kr|i|164|0.71|148|0.65|63|100.6|0.51|0.28|0.05|0.12|24
Septem7||cn||106|0.70|139|0.61|75|90.8|0.46|0.30|0.08|0.09|26
Bati|LOUD|pt||152|0.70|140|0.61|66|89.9|0.46|0.45|0.03|0.11|20
baha||tr|c|187|0.68|159|0.69|58|103.6|0.55|0.18|0.05|0.09|30
Kolosha|NVJ|ua|d|201|0.67|166|0.68|63|113.1|0.54|0.24|0.12|0.19|24
Rimuru||ph|d|141|0.67|160|0.70|59|111.2|0.58|0.19|0.19|0.32|30
Flicker|KRX|kr|d|196|0.67|149|0.63|65|104.1|0.50|0.24|0.10|0.15|22
Juicy|AQ|sg|d|275||191|0.85|||0.68|0.23|||
S1Mon|AQ|tw|c|275||172|0.87|||0.60|0.35|||
FFs|AQ|mo|i|275||181|0.80|||0.61|0.29|||
Dannyy|AQ|cn|c|275||176|0.83|||0.64|0.27|||
Satoshi|WBG|cn||111||220|1.00|||0.72|0.21|||
Sharks|XLG|cn||119||231|0.99|70||0.73|0.21|0.21|0.21|25
xihe|TYL|cn|i|205||173|0.79|||0.59|0.48|||
