model,n,rho_next,rho_180d,n_180d,cutoff,event,mae,entry_resid,rho_决斗者,rho_先锋,rho_控场,rho_哨卫,rho_callers,n_callers,resid_callers,resid_others,rho_180d_callers
stage igl=0.25 grades=ABC,61,0.3287,,0,2026-07-16,vct-2026-pacific-stage-2,0.8907,0.1474,0.5323,0.4388,0.0965,0.5069,0.6571,6,0.1848,0.1689,
stage igl=0.35 grades=A,61,0.3282,,0,2026-07-16,vct-2026-pacific-stage-2,0.8864,0.1523,0.5323,0.3857,0.0956,0.5069,0.6571,6,0.1738,0.1701,
stage igl=0.35 grades=ABC,61,0.3278,,0,2026-07-16,vct-2026-pacific-stage-2,0.8897,0.1477,0.5323,0.3857,0.0935,0.5069,0.6571,6,0.1707,0.1704,
stage igl=0.45 grades=A,61,0.3255,,0,2026-07-16,vct-2026-pacific-stage-2,0.8876,0.1552,0.5323,0.3641,0.08,0.5069,0.6571,6,0.1456,0.1732,
stage igl=0.45 grades=ABC,61,0.3249,,0,2026-07-16,vct-2026-pacific-stage-2,0.8908,0.1473,0.5323,0.3641,0.0747,0.5069,0.6571,6,0.1392,0.1739,
stage hon=3.0,61,0.3585,,0,2026-07-16,vct-2026-pacific-stage-2,0.8744,0.1702,0.5527,0.4563,0.1754,0.4644,0.6571,6,0.1661,0.171,
stage hon=6.0,61,0.3607,,0,2026-07-16,vct-2026-pacific-stage-2,0.8784,0.1642,0.5787,0.4563,0.1754,0.4644,0.6571,6,0.1501,0.1727,
current(rebuilt),63,0.6067,,0,2026-07-17,vct-2026-americas-stage-2,0.7121,0.0403,0.5336,0.8442,0.484,0.5923,,4,0.0387,0.0328,
baseline-R2 hl=270,63,0.6495,,0,2026-07-17,vct-2026-americas-stage-2,0.71,-0.061,0.6283,0.7779,0.5244,0.6697,,4,0.2154,0.0208,
decay regime=off,63,0.507,,0,2026-07-17,vct-2026-americas-stage-2,0.8259,0.1291,0.5822,0.7669,0.3957,0.3781,,4,-0.129,0.0442,
decay regime=soft-sym,63,0.5067,,0,2026-07-17,vct-2026-americas-stage-2,0.8271,0.1288,0.5822,0.7669,0.3957,0.3781,,4,-0.117,0.0434,
decay regime=soft-asym,63,0.507,,0,2026-07-17,vct-2026-americas-stage-2,0.827,0.1311,0.5822,0.7669,0.3957,0.3781,,4,-0.1179,0.0434,
stage regime=off,63,0.5118,,0,2026-07-17,vct-2026-americas-stage-2,0.8153,0.1005,0.5787,0.8073,0.4207,0.3318,,4,-0.077,0.0406,
stage regime=soft-sym,63,0.5123,,0,2026-07-17,vct-2026-americas-stage-2,0.8185,0.1025,0.582,0.8073,0.4207,0.3607,,4,-0.0592,0.0394,
stage regime=soft-asym,63,0.5119,,0,2026-07-17,vct-2026-americas-stage-2,0.8182,0.1048,0.582,0.8073,0.4207,0.3318,,4,-0.06,0.0395,
split regime=off,63,0.5063,,0,2026-07-17,vct-2026-americas-stage-2,0.8281,0.1269,0.5795,0.7708,0.3957,0.3781,,4,-0.1171,0.0434,
split regime=soft-sym,63,0.506,,0,2026-07-17,vct-2026-americas-stage-2,0.8293,0.126,0.5795,0.7708,0.3957,0.3781,,4,-0.1089,0.0428,
split regime=soft-asym,63,0.5063,,0,2026-07-17,vct-2026-americas-stage-2,0.8291,0.1283,0.5795,0.7708,0.3957,0.3781,,4,-0.1098,0.0429,
stage igl=0.25 grades=A,63,0.5078,,0,2026-07-17,vct-2026-americas-stage-2,0.8161,0.0917,0.5787,0.8171,0.4149,0.3318,,4,0.0748,0.0304,
stage igl=0.25 grades=ABC,63,0.506,,0,2026-07-17,vct-2026-americas-stage-2,0.8207,0.0873,0.5787,0.8062,0.4149,0.3318,,4,0.0697,0.0307,
stage igl=0.35 grades=A,63,0.5062,,0,2026-07-17,vct-2026-americas-stage-2,0.8171,0.0864,0.5787,0.8282,0.4098,0.3318,,4,0.1631,0.0244,
stage igl=0.35 grades=ABC,63,0.505,,0,2026-07-17,vct-2026-americas-stage-2,0.8217,0.0821,0.5787,0.8173,0.4098,0.3318,,4,0.158,0.0247,
stage igl=0.45 grades=A,63,0.5054,,0,2026-07-17,vct-2026-americas-stage-2,0.8176,0.0838,0.5787,0.8282,0.4041,0.3318,,4,0.2074,0.0214,
stage igl=0.45 grades=ABC,63,0.5015,,0,2026-07-17,vct-2026-americas-stage-2,0.8235,0.0749,0.5787,0.8173,0.3994,0.3318,,4,0.1976,0.022,
stage hon=3.0,63,0.4881,,0,2026-07-17,vct-2026-americas-stage-2,0.8192,0.1091,0.5158,0.7633,0.4056,0.3014,,4,-0.2051,0.0493,
stage hon=6.0,63,0.4849,,0,2026-07-17,vct-2026-americas-stage-2,0.8222,0.1046,0.513,0.7633,0.4004,0.3014,,4,-0.2355,0.0514,
